Date,QQQ,SPY
2020-01-02,209.63804626464844,301.1948547363281
2020-01-03,207.71780395507812,298.9141845703125
2020-01-06,209.05615234375,300.0545654296875
2020-01-07,209.02706909179688,299.21087646484375
2020-01-08,210.5981903076172,300.8055114746094
2020-01-09,212.38270568847656,302.8452453613281
2020-01-10,211.83956909179688,301.9737243652344
2020-01-13,214.28353881835938,304.0505065917969
2020-01-14,213.43975830078125,303.5869140625
2020-01-15,213.527099609375,304.27294921875
2020-01-16,215.57339477539062,306.8040771484375
2020-01-17,216.6402130126953,307.7589416503906
2020-01-21,216.54322814941406,307.1563415527344
2020-01-22,217.115478515625,307.1933898925781
2020-01-23,217.81370544433594,307.5457458496094
2020-01-24,215.98074340820312,304.8106689453125
2020-01-27,211.51953125,299.92474365234375
2020-01-28,214.76846313476562,303.0677185058594
2020-01-29,215.11758422851562,302.8174133300781
2020-01-30,215.88375854492188,303.8001708984375
2020-01-31,212.46026611328125,298.2837219238281
2020-02-03,215.67037963867188,300.49957275390625
2020-02-04,220.60682678222656,305.0795593261719
2020-02-05,221.33413696289062,308.6026306152344
2020-02-06,223.24472045898438,309.6410217285156
2020-02-07,222.28460693359375,307.99072265625
2020-02-10,224.97105407714844,310.2900390625
2020-02-11,225.0098419189453,310.82769775390625
2020-02-12,227.20166015625,312.83038330078125
2020-02-13,226.9106903076172,312.49658203125
2020-02-14,227.56048583984375,312.9971923828125
2020-02-18,227.64776611328125,312.1905822753906
2020-02-19,229.82984924316406,313.6832580566406
2020-02-20,227.6962432861328,312.39459228515625
2020-02-21,223.3223419189453,309.1775207519531
2020-02-24,214.71022033691406,298.9234313964844
2020-02-25,208.87188720703125,289.8653869628906
2020-02-26,209.94837951660156,288.79925537109375
2020-02-27,199.43545532226562,275.82879638671875
2020-02-28,199.59063720703125,274.669921875
2020-03-02,209.8901824951172,286.56494140625
2020-03-03,203.1595916748047,278.35986328125
2020-03-04,211.63589477539062,290.06011962890625
2020-03-05,205.20591735839844,280.4179992675781
2020-03-06,201.74363708496094,275.7824401855469
2020-03-09,187.7296600341797,254.24533081054688
2020-03-10,197.95159912109375,267.4012451171875
2020-03-11,189.32986450195312,254.3658905029297
2020-03-12,171.96994018554688,230.0288848876953
2020-03-13,186.53677368164062,249.6931915283203
2020-03-16,164.19189453125,222.3707733154297
2020-03-17,176.6444854736328,234.37705993652344
2020-03-18,171.2716522216797,222.50987243652344
2020-03-19,172.29971313476562,222.982666015625
